QID,Brand,Model,Question,Dialogue
Q473,保时捷,Macan,后排气筒被装进去了，消音器坏了怎么办,技师说：可能排气管的中段有变形。也有可能后消音器也有病。可以调整的。如果说调整不过来，那就必须换新的了。|技师说：打错字了，也有可能排气管的后消声器也有变形|车主说：4S店说要切割修理一个1万块，对后期有影响吗|技师说：没啥影响，焊接牢固，不漏水，不漏气就没问题的。
Q474,东风日产,天籁,08款09年3.5排量天籁，目前10W多公里，最近低速收油和加速出现顿挫并加速噪音大出现类似呜噜呜噜声音，而且等红灯D档切换N档也有点顿挫类似哐一声，10W公里在4S换的火花塞和变速箱油症状无缓解，求专家给分析一下,技师说：有没有故障灯亮起？可能是变速箱的故障。变速箱阀体有卡滞的情况。需要把变速器，油底壳才开，把阀体才下来清洗一下，把变速箱油滤清器换一下，就会把问题解决。|车主说：故障灯没有，去检测也没故障码|技师说：您可以按照我说的建议。把阀体里面的脏东西清洗一下。可能故障就会缓解掉。|车主说：好的我试试|车主说：对了，这个症状只有热车时才有|技师说：是的，热车有的，油温上来后有的。冷车会好点。也有可能会出现。
Q475,一汽-大众奥迪,奥迪A6L,2008款奥迪A6L3.2 ，图片内容为5053 Vcds检测结果，主要问题是，显示屏不亮（Vas有图片），左侧前门遥控器打不开（可能是锁块坏了），谁能给出个整体解决方案，因为不想去4s店，费用太高。另外有点费油。只能传3张，遗憾,技师说：你好根据图片显示。收音机音响系统是无法进入的。这是很好检查的。|技师说：找修理店，主要检查一下显示屏收音机系统的火线，搭铁，信号线，只要这几条线是正常的，有电压的。那就是显示屏升级系统本身的问题了。可以找专业维修导航的地方去维修。|技师说：至于左前门打不开，这只能更换锁块的。这确实是锁块的问题。
Q476,长安马自达,马自达CX-5,我的马自达CX-5准备换胎了，我想换4条朝阳轮胎，请问各位专家可以吗，朝阳轮胎能用的住吗。我轮胎型号是225 65/17,技师说：可以的。型号对就可以。建议选择韩泰，耐磨。米其林，噪声小。也可以选择，优科豪马您考虑。|车主说：谢谢|技师说：不用客气。
Q477,长安马自达,马自达CX-5,大师您好！马自达专用燃油添加剂有效果吗？不要加吗？,技师说：有效果，89元一个|车主说：有腐蚀吗？|技师说：喷油嘴容易堵塞。有胶状物，这个东西可以溶解的|技师说：一万公里加一次|车主说：腐蚀损坏发动机吗|车主说：对节气门有清洁作用吗？|技师说：不会的，放心。没有这一说。直接加油箱里面|技师说：不会清洁节气门。|车主说：就是清洁喷油嘴？|车主说：很贵99元|技师说：一马买的更贵，178元。对喷油嘴和燃烧室都有清洁作用。|车主说：哦|车主说：平常加的都是中石化92号油|技师说：建议加95的。清洁度更好。动力更强。抗爆性更好|车主说：95号油和92号区别不大吧？|技师说：要好的多。动力上可以感觉出来的。我们公司识别驾车没有加这个东西，在2万公里时喷油嘴堵了，我把进气歧管都拆了才把喷油嘴拆下来，手工清洗。往油箱加了2瓶。呵呵|技师说：最好95的油。干净点|车主说：也不是标好高，清洁度就好，干净吧？|技师说：标号高的，清洁度好，燃烧积碳少，动力强。
Q478,大众,帕萨特,轮胎侧面扎针眼了 非常缓慢的漏气， 请问大师，用什么方法补胎。最安全。 对轮胎伤害最小。 两年     轮胎还特别新。 感谢！,技师说：你的描述用贴片胶补即可|车主说：是胎面，侧面 所以想选择最安全的方法。 网上看了很多方法，什么火补，什么自动补胎液。不太懂那种最安全。|技师说：针状的贴片胶补即可|车主说：你说的是蘑菇钉是吧 轮胎旁边打蘑菇钉？开玩笑吧|技师说：不是蘑菇钉、是普通贴片|车主说：大师，我就是想找到最安全放心的方法。 请问大师，火补怎么样， 就是加热胶片与轮胎融为一体。 和你说的这种，那种最好。|技师说：融为一体的好。|车主说：对嘛大师，我就像问最好的是那种， 不是能补就行。|车主说：毕竟是胎侧 用好点的也放心不是。|技师说：建议你采取融为一体的补法|车主说：请问大师，这种火补方法， 一般维修厂有吗。 有没有推荐的，感谢。|技师说：大车补胎的有|车主说：你是说比如货车补胎的吗？|技师说：是的|车主说：非常感谢！|技师说：?不客气
Q479,菲亚特,菲亚特500,08年长城风骏5，2.8T柴油，怎么车子开着开着就打不燃了，要等一会儿才打的燃,技师说：检查供油系统，包括喷油器，高压油泵上的进油计量比例阀，油箱中滤网，粗细柴滤，管路是否漏气？|技师说：很可能是喷油器磨损，导致回油量大。进油计量比例阀卡滞。
Q480,大众,迈腾,迈腾开了400公里机油吃了一半，这是什么原因,技师说：你好，需要大修了|车主说：如果是涡轮增压吃有没有吃这么严重|技师说：有油吗？增压|车主说：一点点|技师说：增压也有可能|车主说：好
Q481,大众,大众CC,14年路虎发4，辅助电瓶在哪里？,技师说：你面向发动机，机舱右边，靠近机盖程干的一个盖板下方。|技师说：看下图，图片的盖板下方|技师说：[图片]|车主说：?谢谢|技师说：。
Q482,日产,轩逸,2012款1.8轩逸速度去之后听到皮带打滑声并带有轻微转速稳定变速箱油刚换打滑还有90公里以会出现轻微明显求神帮忙想办法解决车子15年8月目前跑8万公里,技师说：这个问题呢建议您先，检查一下皮带，更换皮带是或者把反个面，就可以解决问题了。|车主说：速度上去大概90的时候或者以上才会出现打滑，跟着车子的转速也不稳定了，轻微的弹上去一点。|技师说：这个建议您去维修站先检查一下皮带。|车主说：好的，谢谢|技师说：不客气的。
Q483,大众,POLO,大众菠萝换了防盗器两个钥匙怎么匹配？,技师说：这个要进店匹配的。
Q484,奥迪,奥迪Q7,2012年奥迪RS4。行驶途中，踩油门没有动力，车子不会加速，但是转速会升高。踩刹车停车后，转速归零，再踩油门，转速没变化。发动机故障灯消了没多久又亮了。请问这是怎么回事了,技师说：故障码是什么|车主说：故障码怎么看了|技师说：电脑检测|车主说：4s店检查的，说发动机什么的有问题。让清理节气门清理积碳，更换废气阀|技师说：那应该问题不大，先把废弃阀换掉吧。|车主说：大概多少钱了|技师说：你的发动机是多大排量的|车主说：2.0|车主说：2.0t|技师说：[图片]|车主说：谢谢|技师说：不客气
Q485,日产,轩逸,骏玺的发动机下护板好还是钜甲好。。。想换3D下护板,技师说：安装一个护板就行。|车主说：[图片]|车主说：[图片]|车主说：哪款好|技师说：第一种，有拆卸口的比较方便。|车主说：现实我买了|车主说：[图片]|车主说：这种|车主说：这种便宜|技师说：哦哦，我说的那个能方便以后的维修。|车主说：[图片]|车主说：上面这块原车塑料板要去掉吗|车主说：我买这种不方便吗|车主说：感觉我买这种便宜是便宜，就是不贴合|技师说：不要取。|车主说：左右两边有缝隙|技师说：哦哦，买了就买了，没事儿。|车主说：为什么|技师说：这个也能起到保护作用的。|车主说：就是正面有档，，左右有缝隙|车主说：沙土会从旁边进入，腐蚀发动机吗|技师说：螺丝上紧就行。只要不异响就行。|技师说：不会的。|车主说：[图片]|车主说：就是这左右空的|车主说：因为安装后，原先塑料板不拆，，我想原车的吗|技师说：那个没事的，如果说是没有护板那么沙子也会有少部分进入，那怕的就是你把那个全部封住，也是有沙子进去的。|技师说：不拆。|车主说：挂档会响，，就咔一声|技师说：那就说明不合适的啊！|车主说：加油门也会咔一声|技师说：嗯嗯。|车主说：后来举起来看，，好像塑料板，被顶起来，卡到油底壳和变速箱|技师说：哦哦，那就换一个吧。|车主说：我们就和师傅把原车塑料板拆了|车主说：现在开回来不会了，，正常了|技师说：拆掉之后呢？|技师说：好吧，观察使用吧。|车主说：但是就是少了个档护的，，可惜|车主说：有什么影响吗|技师说：嗯嗯，没多大影响的。|车主说：按我说就是左右空了，，怕东西被卷进去|技师说：不会的，你多虑啦！|车主说：会吗|车主说：原车那个半月塑料板，什么用的|车主说：真没用吗|技师说：也是起到保护底盘的。|车主说：而且那个塑料板不拆，机滤口对上去被这块板挡住，也不方便更换机滤|车主说：应该要拆掉是吧|技师说：嗯嗯，对！说的对！|车主说：就是没考虑到左右，，早知道贵多200买个全包|车主说：我这种用多久可以换|技师说：这个要看你怎么开以及你平时走的路况啦。|车主说：我是沥青路，，偶尔回乡下拦路，，所以才去搞下护板|技师说：那最少能用一年。|车主说：哈哈|车主说：我是钛合金的哦|技师说：那不错
Q486,现代,名图,轮胎这样，有点裂纹。影响驾驶安全吗？,技师说：问题不大
